track_id,title,artist,popularity,genre,danceability,valence,album_id,album_name,album_release_date,playlist_name,playlist_id,subgenre,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,valence.c
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,pop,74.7,67,2a9AGivapFES2j2ElI3odn,On & On,2019-11-22,Dance Room,37i9dQZF1DX2ENAPP1Tyed,dance pop,77.60000000000001,10,-5.898,0,7.22,2.33,0.00138,76.1,125.07,147027,18.80405714285714
1YSwQvw1NrEPfA0j1iY8eV,All The Lies,Alok,56,pop,70.7,63.4,2FdyKqNeEX2H7gUhtlmJDC,All The Lies (Remixes),2019-07-19,Cardio,37i9dQZF1DWSJHnPb1f0X3,dance pop,80.60000000000001,6,-4.777,1,17.5,0.9079999999999999,0,36.6,119.972,163000,15.204057142857138
39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,Alok,75,pop,77.8,49.6,6fpsA5aYbVNLe6y3P49o2o,Hear Me Now,2016,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,electropop,46.300000000000004,11,-7.603,1,3.8899999999999997,54.6,0.28900000000000003,7.31,121.999,194840,1.4040571428571411
2Dnb6yPGUq0vmGtxzm3bwi,The Wall,Alok,65,pop,68.2,53.6,0hH9tb1b4Z87g7SHmnriKa,The Wall,2019-06-28,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,electropop,91,11,-2.314,1,4.31,0.9530000000000001,6.7299999999999995,7.32,122.943,159500,5.404057142857141
1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,52,pop,78.8,46.1,6apmeAAgvzvhBKio8WYThf,Hear Me Now,2016-01-01,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,indie poptimism,43,11,-7.757,1,4.19,53.7,0.261,9.36,121.996,192846,-2.095942857142859
74RrMiuSOzAHZEqLlC0BHz,Toda La Noche,Alok,45,latin,73.5,61.6,3GQZqxmeWL4dAJQKROGnbu,Toda La Noche,2018-05-25,Latin Pop Songs,5uOMV7g6vp8WxoqXfkzKaw,latin pop,81.89999999999999,0,-4.809,1,12.4,37.9,0,4.2299999999999995,90.039,186667,13.404057142857141
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,edm,74.7,67,2a9AGivapFES2j2ElI3odn,On & On,2019-11-22,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,electro house,77.60000000000001,10,-5.898,0,7.22,2.33,0.00138,76.1,125.07,147027,18.80405714285714
0Qp1IH1EkRCNabfgzxNMUT,The Wall,Alok,61,edm,68.2,53.6,4w68G9ohlk8eiePpr3Dd4a,The Wall,2019-06-28,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,electro house,91,11,-2.314,1,4.31,0.9530000000000001,6.7299999999999995,7.32,122.943,159500,5.404057142857141
36C0Gw2RmYWy5aEpMPaQ0e,Tell Me Why,Alok,61,edm,56.10000000000001,19.5,1R2C7EG1sDRGnKSxGmLU4o,Tell Me Why,2019-08-30,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,electro house,90.9,11,-3.66,0,3.91,0.527,0.0205,35.099999999999994,123.03,161951,-28.69594285714286
1UTXQrmAL4oladIwc1PWSh,Metaphor,Alok,61,edm,56.699999999999996,26.700000000000003,2ds371eeP7JXPUhBCk26eH,Metaphor,2019-02-01,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,big room,95.1,8,-5.087,0,3.88,2.13,30.2,10.100000000000001,138.03,202000,-21.495942857142857
0sfgF2kM3yrZbkLmAbjSo6,Vale Vale,Alok,56,edm,47.5,30.5,2llEFasK0tmnuR08L2zlYs,Vale Vale,2019-08-09,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,big room,89.60000000000001,1,-5.696,0,7.6499999999999995,0.0332,7.340000000000001,42.9,133.998,193433,-17.69594285714286
6PqUdUGS4h5aGY7YyEGXr8,All The Lies,Alok,71,edm,61.1,67.2,4JFyas1xaX9NnAvRP9DhKF,All The Lies,2019-03-15,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,pop edm,83.5,6,-4.107,1,13.900000000000002,16.7,0,10.7,102.023,179457,19.004057142857143
0Qp1IH1EkRCNabfgzxNMUT,The Wall,Alok,61,edm,68.2,53.6,4w68G9ohlk8eiePpr3Dd4a,The Wall,2019-06-28,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,pop edm,91,11,-2.314,1,4.31,0.9530000000000001,6.7299999999999995,7.32,122.943,159500,5.404057142857141
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,edm,74.7,67,2a9AGivapFES2j2ElI3odn,On & On,2019-11-22,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,pop edm,77.60000000000001,10,-5.898,0,7.22,2.33,0.00138,76.1,125.07,147027,18.80405714285714
2JVbZEpewmqNlSzmXJTx2E,Favela,Alok,69,edm,77.7,28.299999999999997,16QR0dsvnAghkCk31Q1Qd3,Favela,2018-08-17,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,pop edm,81.2,2,-3.206,0,5.9799999999999995,1.25,0.233,2.64,103.023,185105,-19.895942857142863
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,edm,74.7,67,2a9AGivapFES2j2ElI3odn,On & On,2019-11-22,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,progressive electro house,77.60000000000001,10,-5.898,0,7.22,2.33,0.00138,76.1,125.07,147027,18.80405714285714
36C0Gw2RmYWy5aEpMPaQ0e,Tell Me Why,Alok,61,edm,56.10000000000001,19.5,1R2C7EG1sDRGnKSxGmLU4o,Tell Me Why,2019-08-30,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,progressive electro house,90.9,11,-3.66,0,3.91,0.527,0.0205,35.099999999999994,123.03,161951,-28.69594285714286
0Qp1IH1EkRCNabfgzxNMUT,The Wall,Alok,61,edm,68.2,53.6,4w68G9ohlk8eiePpr3Dd4a,The Wall,2019-06-28,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,progressive electro house,91,11,-2.314,1,4.31,0.9530000000000001,6.7299999999999995,7.32,122.943,159500,5.404057142857141
1UTXQrmAL4oladIwc1PWSh,Metaphor,Alok,61,edm,56.699999999999996,26.700000000000003,2ds371eeP7JXPUhBCk26eH,Metaphor,2019-02-01,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,progressive electro house,95.1,8,-5.087,0,3.88,2.13,30.2,10.100000000000001,138.03,202000,-21.495942857142857
7tKnaB8gsXxyPScxEwzQ9N,Stockholm,Atlas Genius,52,pop,56.8,40.9,3jQxdLlKciB0WQncSVhM39,Inanimate Objects,2015-08-28,Indie Poptimism,1pZWCY50kMUhshcESknir8,indie poptimism,74.6,7,-5.437,1,4.62,0.54,0,16.2,125.04,191640,-7.295942857142862
5ZmQEfpxN3WYJgfkU5z5WA,When It Was Now,Atlas Genius,25,pop,66.2,84.6,5Ix8zXCxsX8YCGAThyBVE8,When It Was Now (Deluxe Version),2013-02-19,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,indie poptimism,91.7,9,-4.308,0,4.03,0.8109999999999999,0,7.04,141.952,209707,36.404057142857134
0NI2W5tqkfMWwY1nhl0iPe,Can't Be Alone Tonight,Atlas Genius,46,pop,55.900000000000006,44.3,6zlGZpLqzrPmYa44h8jhkm,Can't Be Alone Tonight,2019-01-18,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,indie poptimism,83.3,6,-4.332,1,8.95,4.3999999999999995,0,34.9,99.991,237027,-3.895942857142863
0wDEiGfq4pw7FAkYKpkwMo,Trojans,Atlas Genius,60,rock,72.1,53.6,3yhETmhJwSVSLGDyTJgnqo,When It Was Now,2013-02-18,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,permanent wave,82.19999999999999,7,-4.843,1,3.91,1.13,0.00701,8.98,140.002,217387,5.404057142857141
5TgS4dcUAU8EEb506d8wAT,Ghost,Au/Ra,72,pop,66.7,58.4,0ol5Chz853Na284gRXNVvJ,Ghost,2019-10-17,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,dance pop,50.3,0,-8.217,0,5.26,55.2,0,16.900000000000002,144.015,177630,10.204057142857138
7uUahoeqGNRMbpdeiLj1rS,Panic Room,Au/Ra,75,pop,49.5,6.36,3F83QiIRImUneMzZdSaTTM,Panic Room,2018-02-09,Intro to Indie Poptimism,6Ylmweq4pT7j3ScIv5uq1c,indie poptimism,42.6,8,-9.434,1,7.359999999999999,15.2,5.65e-4,9.9,97.91,237773,-41.83594285714286
2SRBUah0IJcE8hiVxvuAUX,Ghost - The Him Remix,Au/Ra,44,edm,59.099999999999994,57.9,2LXafn7KFzzPAzvLd1rp0H,Ghost (Remixes),2019-12-06,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,electro house,82.5,0,-4.02,0,7.68,9.22,0,14.799999999999999,126.064,184762,9.704057142857138
1rlNpTZ4vEU69lBnC4z7Kt,Panic Room - Club Mix,Au/Ra,46,edm,66.3,28.299999999999997,0I1FZLxw8XWEwQMLMAlTkp,Panic Room,2018-07-28,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,electro house,86.6,7,-7.046,0,3.6900000000000004,0.125,40,3.46,122.997,425123,-19.895942857142863
3MkuFR7t25mu7Iscp6GGiV,Panic Room,Au/Ra,67,edm,57.8,25.5,0I1FZLxw8XWEwQMLMAlTkp,Panic Room,2018-07-28,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,progressive electro house,88.3,10,-6.423,1,2.98,2.59,7.06,11.799999999999999,122.987,214483,-22.69594285714286
0rzNMzZsubFcXSEh7dnem7,Hold Up,Beyoncé,75,pop,52.400000000000006,55.2,7dK54iZuOxXFarGhXwEXfF,Lemonade,2016-04-23,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,39.7,0,-11.936,1,40.5,74.5,0,52.1,80.744,221093,7.0040571428571425
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,77,pop,50.8,47.199999999999996,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,2008-11-14,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,72,11,-5.908,0,6.279999999999999,27.200000000000003,0,5.63,79.983,261640,-0.9959428571428646
1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),Beyoncé,75,pop,73.3,76,1gIC63gC3B7o7FfpPACZQJ,4,2011-06-24,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,89.9,0,-4.237,1,14.299999999999999,0.496,0.00472,37.2,127.086,236093,27.80405714285714
1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),Beyoncé,75,pop,73.3,76,1gIC63gC3B7o7FfpPACZQJ,4,2011-06-24,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,post-teen pop,89.9,0,-4.237,1,14.299999999999999,0.496,0.00472,37.2,127.086,236093,27.80405714285714
2MfOcbtgz2yTsiznFmVZUN,Halo,Beyoncé,66,pop,50.8,47.199999999999996,20E3PwDg1jaDdK9K565luD,I AM...SASHA FIERCE,2008-11-12,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,72,11,-5.908,0,6.279999999999999,27.200000000000003,0,5.63,79.983,261640,-0.9959428571428646
6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,72,pop,44.7,50.9,0Zd10MKN5j9KwUST0TdBBB,B'Day Deluxe Edition,2007-05-29,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,post-teen pop,69.39999999999999,7,-4.637,0,38.2,2.93,5.46e-4,16.7,175.868,227853,2.7040571428571383
0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),Beyoncé,69,pop,66.4,70.1,06v9eHnqhMK2tbM2Iz3p0Y,Dangerously In Love,2003-03-10,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,post-teen pop,75.8,2,-6.583,0,21,0.23800000000000002,0,5.9799999999999995,99.259,235933,21.904057142857134
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,pop,74.7,56.00000000000001,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,electropop,70.5,9,-5.137,0,12.6,1.28,0,12.6,136.024,213507,7.804057142857147
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,rap,74.7,56.00000000000001,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,southern hip hop,70.5,9,-5.137,0,12.6,1.28,0,12.6,136.024,213507,7.804057142857147
63wKtmUg754umO8SglEL79,Jealous,Beyoncé,55,rap,58.9,23.599999999999998,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,southern hip hop,54.1,8,-10.087,1,16.3,12.2,0.414,8.82,133.97,184013,-24.595942857142862
5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),Beyoncé,69,latin,42.6,27.200000000000003,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,2008-11-14,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin hip hop,58.4,1,-5.293,1,29.599999999999998,3.83,0,18.8,193.437,193213,-20.995942857142857
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),Beyoncé,75,latin,64.60000000000001,68.10000000000001,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin hip hop,77,2,-6.596,0,22.6,0.249,0,7.1499999999999995,99.165,236133,19.904057142857148
6tgEc2O1uFHcZDKPoo6PC8,ALREADY,Beyoncé,69,r&b,64.7,54.800000000000004,552zi1M53PQAX5OH4FIdTx,The Lion King: The Gift,2019-07-19,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,urban contemporary,73.2,2,-5.846,1,8.91,8.459999999999999,0,59.699999999999996,67.295,222529,6.604057142857144
7oqftogUN82Q7VNy2TmTJW,MOOD 4 EVA (feat. Oumou Sangaré),Beyoncé,64,r&b,60.8,70.89999999999999,552zi1M53PQAX5OH4FIdTx,The Lion King: The Gift,2019-07-19,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,urban contemporary,70.89999999999999,7,-6.175,1,37.4,11.899999999999999,0,33.7,105.742,272069,22.70405714285713
6XsT5UGfpaFeHQf5LRIy4W,"Me, Myself and I",Beyoncé,66,r&b,75,53.6,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,urban contemporary,45.800000000000004,1,-9.092,1,8.03,22.6,0.00325,13.700000000000001,83.61,301133,5.404057142857141
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,r&b,74.7,56.00000000000001,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,urban contemporary,70.5,9,-5.137,0,12.6,1.28,0,12.6,136.024,213507,7.804057142857147
26NX1wPt1TRCH536yocd6i,If I Were a Boy,Beyoncé,68,r&b,63.2,42.699999999999996,23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,2008-11-14,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,urban contemporary,51.800000000000004,6,-6.126,1,3.1300000000000003,10.7,0,35.4,90.007,249147,-5.495942857142865
7rLDARtJALM7QdiJDMXW7m,Pray You Catch Me,Beyoncé,62,r&b,25,7.46,7dK54iZuOxXFarGhXwEXfF,Lemonade,2016-04-23,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,urban contemporary,21.5,8,-13.676,0,3.6999999999999997,63.2,7.17,40.1,174.824,195987,-40.73594285714286
2bOWJIYSbhwg2NMQq1QMYH,Forward (feat. James Blake),Beyoncé,56,r&b,38.7,4.9799999999999995,7dK54iZuOxXFarGhXwEXfF,Lemonade,2016-04-23,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,urban contemporary,13.3,7,-15.633,0,4.74,94.69999999999999,5.91,10.7,124.397,79200,-43.21594285714286
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,77,r&b,50.8,47.199999999999996,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,2008-11-14,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,urban contemporary,72,11,-5.908,0,6.279999999999999,27.200000000000003,0,5.63,79.983,261640,-0.9959428571428646
6g0Orsxv6glTJCt4cHsRsQ,Formation,Beyoncé,77,r&b,89.60000000000001,81.8,7dK54iZuOxXFarGhXwEXfF,Lemonade,2016-04-23,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,62.1,5,-6.857,0,23.7,0.532,0,19.6,121.966,206080,33.60405714285714
0rzNMzZsubFcXSEh7dnem7,Hold Up,Beyoncé,75,r&b,52.400000000000006,55.2,7dK54iZuOxXFarGhXwEXfF,Lemonade,2016-04-23,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,39.7,0,-11.936,1,40.5,74.5,0,52.1,80.744,221093,7.0040571428571425
5hgnY0mVcVetszbb85qeDg,Partition,Beyoncé,71,r&b,41.199999999999996,17.4,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,44.1,11,-11.523,0,29.099999999999998,2.96,7.26,30.599999999999998,185.571,319467,-30.79594285714286
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,r&b,74.7,56.00000000000001,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,70.5,9,-5.137,0,12.6,1.28,0,12.6,136.024,213507,7.804057142857147
6XsT5UGfpaFeHQf5LRIy4W,"Me, Myself and I",Beyoncé,66,r&b,75,53.6,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,neo soul,45.800000000000004,1,-9.092,1,8.03,22.6,0.00325,13.700000000000001,83.61,301133,5.404057142857141
58VTMFtsoe0E0vSX1pV03h,Blame It on the Boom Boom,Black Stone Cherry,57,rap,57.4,78.4,5VppVyy751PTQWrfJbrJ4H,Between The Devil & The Deep Blue Sea (Special Edition),2011-01-01,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,southern hip hop,88.9,10,-3.44,1,5.24,0.207,0.00112,3.3300000000000005,116.007,189133,30.204057142857145
3UWYmWg9j8KVV08ANBqcLB,White Trash Millionaire,Black Stone Cherry,56,rap,48.5,49.4,5VppVyy751PTQWrfJbrJ4H,Between The Devil & The Deep Blue Sea (Special Edition),2011-01-01,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,southern hip hop,89.8,4,-3.75,1,5.680000000000001,0.0776,0.244,64.2,99.983,198680,1.2040571428571383
2lmg77G2ypL40xfIqwFbI9,Me And Mary Jane,Black Stone Cherry,49,rap,45.800000000000004,69.5,7dbQ5p2bGqE14WzDNMvi9N,Magic Mountain,2014-05-02,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,southern hip hop,93.10000000000001,6,-3.806,0,11.1,0.13999999999999999,0.0105,13.5,84.954,248147,21.30405714285714
5bHC9aYva39pR1mmFMFVxu,Rain Wizard,Black Stone Cherry,38,rap,24.5,64.8,5XzjYognRznsIgYqmrHkGV,Black Stone Cherry,2006-07-17,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,southern hip hop,80.5,6,-3.778,0,4.5,0.0287,0.0225,27.500000000000004,171.272,204760,16.604057142857137
0aIXTE8LOTPZZtx6woNmAn,Be Cowboy (PBR Anthem),Black Stone Cherry,41,rock,42.199999999999996,77,11tH8eXeuuNZU68i0Ax1Py,Be Cowboy (PBR Anthem),2019-10-25,Hard Rock,37i9dQZF1DX1X7WV84927n,hard rock,91.3,11,-4.658,1,8.58,0.11199999999999999,0.00475,25.6,164.892,159759,28.80405714285714
7avvBGQq0tH4nY95guF7fP,Can't You See,Black Stone Cherry,54,rock,39.800000000000004,41.099999999999994,5VppVyy751PTQWrfJbrJ4H,Between The Devil & The Deep Blue Sea (Special Edition),2011-01-01,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,hard rock,84.6,11,-4.217,1,4.41,0.046900000000000004,0.0024600000000000004,17.2,149.893,211160,-7.095942857142866
6YuFrGKapNrKSDVnBmcBj3,Journey Feat. Emma Carn - Radio Mix,BUNT.,30,pop,50.3,40.9,0n72hAyauVXorzS1fqAabl,Journey,2014-10-17,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,indie poptimism,43.8,0,-17.995,1,4.8500000000000005,31.8,11.1,9.13,123.824,236129,-7.295942857142862
66MrwENuBlVccH7t848vjD,Journey - Radio Mix,BUNT.,48,latin,50.2,40.699999999999996,00UHyngepmD0QYZ0rK3anF,Journey,2014-09-26,Tropical House,37i9dQZF1DX0AMssoUKCz7,tropical,43.7,0,-17.997,1,4.82,31.8,10.6,9.16,123.913,236129,-7.495942857142865
38tGRxFP5NkWbtOWsXbQ0L,Old Guitar,BUNT.,49,latin,48.6,46.9,5OMuOXDJwxGMLXvPj9kvqz,Old Guitar,2016-01-27,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,tropical,85.39999999999999,0,-4.859,1,5.6899999999999995,7.39,0.00107,35.8,123.942,208548,-1.2959428571428617
2GZ3lgmg8Dga8XDxDm52rs,La Vida Me Hizo Cabron,C-Kan,49,rap,78.8,79.7,5d4dGixofnNvvLfUzxvpkb,La Vida Me Hizo Cabron,2019-12-27,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,hip hop,88.9,11,-2.845,1,5.47,6.69,1.76e-4,24.4,142.959,203811,31.504057142857143
2NL5Cwq6lZZkXGTWhKhhvC,Santa Maria,C-Kan,48,rap,65.60000000000001,40.8,72g5Dfn8G8L03RVVrKQfms,Santa Maria,2019-10-25,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,hip hop,49.9,10,-11.958,0,10.299999999999999,32.300000000000004,0,37.4,91.924,180003,-7.395942857142863
1VRtV2JlMRo4ZrAyCKTb2v,M-E-X-I-C-O,C-Kan,48,rap,65.4,86,3i3hD84ypGIseYsZw8m05P,Voy Por El Sueño de Muchos,2012-12-11,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,gangster rap,81.69999999999999,10,-4.832,0,31.3,2.2800000000000002,0,21.6,174.055,272342,37.80405714285714
3f04ysVYLQoaKFHLHjezws,Un Par De Balas,C-Kan,57,rap,81.6,79,6vPMTvNEFkY9V7nxFgxjHZ,Clasificación C Vol.1,2014-07-22,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,gangster rap,81.3,8,-3.124,1,36.1,44.800000000000004,0,15.299999999999999,171.816,228092,30.80405714285714
0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,26,pop,76.8,41.8,5chBPOVY2I0bG5V3igb5QL,Havana,2017-08-03,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,51.7,7,-4.323,0,3.1199999999999997,18.6,0.0038000000000000004,10.4,104.992,216897,-6.395942857142863
40nPimvmG05WYS7983bawZ,Cry for Me,Camila Cabello,73,pop,72.1,65.3,2dq4ae5hiyxlFPG1s8rlq5,Cry for Me,2019-10-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,80.5,9,-4.134,0,9.27,5,0,15.299999999999999,118.058,189133,17.104057142857137
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,87,pop,74,65.2,3xgS4rfthlsvhW7J2WLiiR,Liar,2019-09-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,49.8,11,-6.684,0,4.5600000000000005,1.69,0.28200000000000003,31.900000000000002,98.016,207039,17.004057142857143
